order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
CORD000515,CUS00030,2019-04-12,Bakers,"[{""product"":""Candle Orbit 656"",""quantity"":1}]",2262.06,12.28,-37.839357,145.062686,15,1935.03,Autumn,False,6.7646,"i picked up the vela ridge 779 after getting tired of finding charging cables in a tangled heap beside my desk. it is a modest accessory, but it has made that part of my room noticeably calmer. i keep the organiser near the power outlet, and the cables now stay in separate positions instead of sliding behind furniture or wrapping around one another. setting it up took almost no effort, which suited the simple job i expected it to do. the first improvement was at my workstation. i use more than one device during the day, so i used to spend time sorting through cords before i could connect anything. with the vela ridge 779 in place, each cable can be reached and returned without disturbing the others. the openings hold ordinary charging leads securely while still allowing me to pull out enough length for a phone on the desk. i have not had to force a connector through or bend a cable sharply to make the arrangement work. i also tried it beside the sofa, where loose cables had been especially annoying. moving the organiser was simple, and it stayed in position during normal use. the finish has remained tidy after being handled repeatedly, and dust can be removed with a quick wipe. it is not large enough for every kind of cable or for a bulky power unit, so i still keep those items separately. that limitation is easy to understand given its compact size, and it has not reduced its value for the thin charging leads i use most. after several weeks, the main benefit is the time saved in small moments. i can pick up the correct cable immediately, pack one for an outing without searching, and leave the desk looking orderly at the end of the day. the vela ridge 779 does not do anything complicated, but it performs its organising role consistently and occupies very little space. anyone wanting a practical way to keep everyday charging cables under control should find it a worthwhile little addition.",True
CORD000516,CUS00130,2019-02-17,Thompson,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Edge 680"",""quantity"":1}]",3236.1,20.63,-37.797678,144.908813,5,3094.92,Summer,True,3.7518,"candle quest 642 has been enjoyable for sketches, handwritten ideas, and other lightweight creative work. the screen gives enough room for a natural drawing posture, and lines appear promptly as i work. it is easy to carry when inspiration strikes away from my desk, and switching to note-taking is quick. the surface can feel warm during extended drawing, though it never became uncomfortable. i would choose a more specialised tool for demanding projects, but for everyday creative work this tablet is reliable and useful.",
CORD000517,CUS00222,2019-12-30,Bakers,"[{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":2}]",2686.39,22.69,-37.86442,145.027994,10,2440.44,Summer,True,6.7008,"candle vista 254 has been a dependable companion for commuting and spoken-content listening. pairing took little time, and the connection stayed in place while i moved through the usual parts of my journey. podcasts and audiobooks are clear enough that voices remain easy to follow over ordinary background noise. music is also enjoyable at a moderate level, although it does not have the depth i would seek for serious listening at home. the controls can be reached quickly when i need to pause before entering a conversation or crossing a road. i have worn it through several commutes and found the fit comfortable, though i prefer removing it during longer waiting periods. battery life has covered my normal travel pattern, with charging needed every so often rather than after every outing. candle vista 254 has made the daily trip more pleasant and less repetitive, and its straightforward operation means i can concentrate on getting where i need to go.",True
CORD000518,CUS00486,2019-04-25,Bakers,"[{""product"":""Vela Halo 569"",""quantity"":2},{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1}]",1544.27,11.45,-37.842136,145.045854,20,1246.87,Autumn,False,5.7044,"i use vela spark 765 to schedule a household outlet for a lamp and a small charging routine. creating an on and off schedule was straightforward, and the outlet has followed it on most days without intervention. manual control from the app is also available when plans change. the main inconvenience is that the app can take a moment to display the current state, which makes me check twice before leaving the room. editing a schedule is less intuitive than creating one, and the labels are easy to overlook. the unit fits the outlet without blocking nearby space, though a crowded power board would be a different matter. it has remained stable through ordinary use. this is a useful basic automation device, but the software experience is only adequate and the delayed status display prevents complete confidence.",True
CORD000519,CUS00032,2019-07-25,Bakers,"[{""product"":""Candle Quest 498"",""quantity"":2},{""product"":""Candle Orbit 1034"",""quantity"":2},{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":3}]",5279.14,28.51,-37.7539,145.015272,10,4779.74,Winter,True,6.4815,"the candle orbit 818 has been running in our home for several weeks with phones, a tablet, a television, and other shared devices using it throughout the day. initial setup was clear, and i appreciated being able to place it without spending an afternoon adjusting complicated settings. connections have stayed consistent during video calls and streaming, even when several people are online at once. the indicator lights are useful without being distracting, and restarting it after a power interruption was simple. the management options are fairly basic, so anyone wanting advanced control may find them limited. for ordinary household sharing, though, it has provided steady service and removed much of the daily network worry.",True
CORD000520,CUS00373,2019-06-27,Thompson,"[{""product"":""Candle Bloom 1054"",""quantity"":2},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1}]",2599.89,14.78,-37.86119,144.928811,15,2224.69,Winter,False,5.6281,"candle vista 272 has been useful during field visits where i need forms, notes, and presentation material in one portable device. the screen is large enough for a client to review information beside me, but the tablet remains light enough to carry between appointments. forms open quickly, scrolling stays responsive, and handwritten additions are easy to make when a conversation changes direction. i have also used it to show images and supporting documents without a long pause while changing files. the finish has handled repeated movement in a bag, and the battery has generally lasted through my working day. the speakers are not especially strong in a noisy setting, so i use a quieter position for presentations. that small weakness aside, candle vista 272 has reduced the amount of paper i carry and made visits feel more organised. it is a flexible tool for field forms and face-to-face explanation.",True
CORD000521,CUS00481,2019-03-31,Bakers,"[{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":2},{""product"":""Candle Bloom 1000"",""quantity"":1}]",5074.13,12.79,-37.745926,145.019147,5,4833.21,Autumn,False,7.4278,"vela wave 751 has handled my daily communication and navigation needs with very little drama. i use it for calls, messages, maps, and quick searches while moving around town, and those tasks open promptly and remain easy to follow. navigation has been particularly useful when plans change, since i can check a route without stopping to find another device. the phone feels comfortable in my hand and the screen is readable during ordinary indoor and outdoor use. messages and calls have remained dependable throughout my ownership, including while travelling between familiar areas. i occasionally wish the display were easier to see in very strong sunlight, but that has not prevented me from using it. battery performance has been sufficient for a typical day, with heavier navigation naturally requiring more attention. vela wave 751 has become a reliable daily companion, balancing communication and navigation without adding unnecessary complication.",True
CORD000522,CUS00015,2019-01-21,Thompson,"[{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 498"",""quantity"":2}]",3994.82,25.18,-37.869594,144.903386,15,3420.78,Summer,True,7.401,"candle quest 570 was compared with an older laptop for creative projects and media editing. the older machine was not fast, but it behaved predictably during ordinary edits. candle quest 570 opens project files and displays video, yet the experience becomes frustrating as layers or longer clips are added. preview playback stutters, adjustments take time to appear, and switching between an editor and reference material produces repeated pauses. the screen is another poor comparison. colours look acceptable for casual viewing but shift noticeably with the viewing angle, making careful editing difficult. reflections are distracting, and the narrow range of comfortable positions means i spend more time adjusting the lid than examining the work. the keyboard feels stiff during long sessions, while the touchpad can misread a deliberate movement as a small drag. these problems make creative work awkward rather than productive. heat and noise increased during export tasks. the fan became intrusive in a quiet room, and the base felt uncomfortable after extended use. battery drain was severe during heavier work, so portability became mostly theoretical. candle quest 570 can handle a simple document and a short media file, but those functions are not enough for the intended workload. compared with the older laptop, it offered more delays, poorer viewing consistency, and greater discomfort. i regret using it for editing and would not recommend it.",False
CORD000523,CUS00068,2019-02-01,Thompson,"[{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":1}]",7740.47,25.27,-37.888397,144.87775,15,6604.67,Summer,True,10.3895,"i have worn the vela spark 477 through regular exercise sessions for several weeks. it gives me a quick summary afterward, so i can see how a session went without much fuss, and the companion display is straightforward to read. the band itself is light enough for movement, though i notice it during longer sessions and the controls take a little practice. it has become a useful record of my routine, but i would not call it especially polished.",True
CORD000524,CUS00429,2019-11-13,Bakers,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":2},{""product"":""Candle Bloom 262"",""quantity"":2}]",5613.87,22.84,-37.750564,145.001766,25,4233.24,Spring,True,6.6334,"i have used vela pulse 559 beside my desk for charging and viewing, and the positioning has been genuinely convenient. its base occupies little room while the arm allows several practical angles. moving a device from portrait to landscape takes only a moment. the finish shows fingerprints and the hinge needs a firm hand, but the mount has improved how i use my workspace.",True
CORD000525,CUS00032,2019-02-19,Bakers,"[{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":2},{""product"":""Candle Flux 990"",""quantity"":2},{""product"":""Candle Orbit 1034"",""quantity"":1}]",9534.13,12.54,-37.7539,145.015272,20,7639.84,Summer,False,6.4815,"the candle orbit 818 has been running in our home for several weeks with phones, a tablet, a television, and other shared devices using it throughout the day. initial setup was clear, and i appreciated being able to place it without spending an afternoon adjusting complicated settings. connections have stayed consistent during video calls and streaming, even when several people are online at once. the indicator lights are useful without being distracting, and restarting it after a power interruption was simple. the management options are fairly basic, so anyone wanting advanced control may find them limited. for ordinary household sharing, though, it has provided steady service and removed much of the daily network worry.",True
CORD000526,CUS00309,2019-09-25,Thompson,"[{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Edge 680"",""quantity"":1}]",5309.7,14.61,-37.74454,144.877462,15,4527.85,Spring,False,9.7376,"vela atlas 1025 has become a quiet part of managing our home. i placed it in the living area first, then moved it near the study when i wanted to compare how the rooms felt during the day. the temperature and humidity readings update without much fuss, and the display is readable from across the room. it has helped me notice when the air feels too dry and decide when to open a window or adjust the heater. setup was straightforward, and the unit has continued reporting consistently through ordinary household activity. the readings do not replace a full weather station, and the casing is fairly plain, but that simplicity suits its purpose. vela atlas 1025 gives me practical information without demanding constant attention, and i am pleased with its steady performance.",True
CORD000527,CUS00360,2019-07-26,Thompson,"[{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Quest 498"",""quantity"":2}]",4711.11,18.71,-37.789509,144.891221,0,4729.82,Winter,False,5.5418,"i bought the vela pulse 811 for everyday photos and messaging, then compared it with the phone i had been using. in bright outdoor light, the newer phone can produce an image, but the vela pulse 811 loses fine detail as soon as the subject moves or the room becomes dim. faces look smudged and indoor pictures need repeated attempts. the older phone is not impressive either, yet it records more consistently and leaves me less frustrated. messaging is functional, although the keyboard sometimes misses quick taps near the edge of the screen. switching from the camera to a conversation takes long enough for me to wonder whether the command was registered. attachments occasionally remain in a sending state, forcing me to try again. these are small problems in isolation, but they become irritating when i am trying to share a photo from a busy street or a family gathering. the handset also becomes warm during a series of pictures, and the battery drops noticeably when i use the camera, maps, and messages together. its menus are not impossible to navigate, but useful controls are buried and the default camera processing cannot be adjusted enough to fix the weak results. compared with my previous phone, the vela pulse 811 offers a poorer camera, less dependable messaging, and more awkward handling. the basic communication feature works, but i cannot recommend it for mobile photography.",False
CORD000528,CUS00281,2019-08-31,Thompson,"[{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":3}]",1646.76,22.38,-37.883187,144.878926,15,1422.13,Winter,False,9.8629,"i bought vela nova 465 for one household outlet, but the scheduled control has been unreliable. some routines run late, while others fail without an obvious warning, so i still check the outlet manually. the setup process was awkward and reconnecting after a network interruption took repeated attempts. manual switching works, although that is a weak substitute for automation. after living with these problems, i cannot recommend it for anyone who needs dependable daily schedules.",False
CORD000529,CUS00363,2019-03-20,Bakers,"[{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Edge 680"",""quantity"":2},{""product"":""Candle Flux 990"",""quantity"":1}]",7047.1,12.33,-37.869535,145.014483,5,6707.07,Autumn,False,6.8329,"the vela atlas 143 has been a welcome improvement over the small screen i previously used for showing presentations and photos. the larger display makes shared viewing more comfortable, especially when several people are gathered around it. text in a presentation is easier to follow from a little distance, and photographs have more presence than they did on my older display. i have used it for informal presentations at home as well as for browsing albums with family, and both activities feel more communal. what distinguishes the vela atlas 143 for me is the balance between a useful viewing area and a simple everyday role. i can set it up for a presentation without turning the room into a complicated media station. when it is not being used for work, it serves well for looking through photos and revisiting travel memories. compared with a basic monitor, it feels more suited to shared viewing, while compared with a very large entertainment screen, it is less imposing in an ordinary room. the display is best appreciated from a reasonable position, and small text still benefits from a closer look. i also find that preparing a polished presentation takes the same care as it would on any screen. those are ordinary expectations rather than serious faults. after repeated use, the vela atlas 143 has made presentations easier to share and photographs more enjoyable to revisit. it is a thoughtful choice for someone who wants one screen to support both practical viewing and relaxed home entertainment.",True
CORD000530,CUS00157,2019-10-30,Thompson,"[{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":1}]",4706.53,19.86,-37.835392,144.943335,0,4726.39,Spring,True,2.5474,"candle edge 626 has worked for competitive play and voice chat during regular evening sessions. inputs register consistently, and the controls were easy to learn. the fit becomes less comfortable as the session continues, and voice levels need occasional adjustment. it is suitable for casual competitive use, but the comfort and audio balance keep it from feeling like a complete solution.",True
