order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
CORD000011,CUS00059,2019-08-06,Bakers,"[{""product"":""Candle Quest 498"",""quantity"":3},{""product"":""Candle Flux 990"",""quantity"":3},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1}]",11672.07,15.67,-37.863422,145.029666,25,8769.72,Winter,False,6.666,"candle arc 276 has performed well during competitive matches where quick input and clear voice communication matter. the controls feel responsive when the action becomes busy, and i have not noticed distracting hesitation during the sessions i have played. teammates have heard my speech clearly, while incoming conversation remains distinct enough to follow alongside game audio. the layout is comfortable through longer matches, and the construction gives the impression that it will tolerate regular use. the controls are a little close together until i become accustomed to them, and the finish shows marks quickly, but neither point changes the overall experience. candle arc 276 has made competitive play more enjoyable and consistent.",True
CORD000012,CUS00072,2019-09-30,Thompson,"[{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":2},{""product"":""Candle Edge 680"",""quantity"":1}]",3300.19,14.04,-37.870579,144.876039,15,2819.2,Spring,False,8.9645,"vela nova 213 has become a convenient way to play music and spoken content around the house. voices in podcasts and radio programmes sound clear, and i can follow conversation without raising the volume excessively. music is pleasant at ordinary levels, with enough separation to make different instruments recognisable. the display is easy to read when i want to see what is playing, and moving between music and spoken programmes is uncomplicated. i have used it during cooking, cleaning and quiet evenings, and playback has remained stable. the sound is not especially powerful for a large gathering, and bass-heavy tracks feel restrained, but that matches its role in my room. vela nova 213 has proved flexible, simple to operate and enjoyable for everyday listening.",True
CORD000013,CUS00294,2019-07-22,Bakers,"[{""product"":""Candle Edge 680"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":2},{""product"":""Candle Quest 498"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":1}]",8136.74,26.58,-37.800004,145.041405,0,8163.32,Winter,True,4.2059,"i wanted a gaming device that could travel with me rather than stay permanently beside the television, and candle quest 336 has suited that plan very well. during the first few sessions i tested it at home, then packed it for a weekend away to see whether the portable format would remain convenient in practice. it was easy to bring along, and i could settle into a short game in the evening without rearranging the room. candle quest 336 has provided responsive play for the games i normally enjoy, with controls that became familiar after only a little use. i have played at a desk, on a sofa, and during quiet parts of several trips, and the experience has stayed consistent across those settings. the menus are generally clear, so starting or changing a game does not become a separate task. i have also appreciated being able to use it for brief sessions instead of feeling committed to a long stretch of play. battery life has been adequate for my routine, although on a particularly long journey i needed to plan a recharge rather than assume it would last indefinitely. that is the main compromise of choosing a portable system. the casing has travelled in a padded bag and still feels secure, while the device has avoided becoming an awkward extra item in my luggage. after owning candle quest 336 for a while, i am happy with the balance between convenience and entertainment. it has made gaming easier to fit around travel and has delivered a consistently enjoyable experience wherever i have used it.",True
CORD000014,CUS00202,2019-01-07,Bakers,"[{""product"":""Candle Quest 498"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1}]",2691.31,11.04,-37.803714,145.043949,5,2567.78,Summer,False,4.3366,"candle vista 218 has handled the mix of devices in our home without demanding much attention. phones, streaming equipment, and work devices connect consistently, and ordinary browsing remains smooth when several people are online. the initial setup was clear enough to complete in one sitting. i noticed a brief slowdown during a particularly busy evening, but it did not last. it has been a solid network choice for shared household use.",True
CORD000015,CUS00089,2019-08-17,Thompson,"[{""product"":""Candle Quest 354"",""quantity"":2},{""product"":""Candle Bloom 262"",""quantity"":1}]",1923.83,13.21,-37.782635,144.967111,25,1456.08,Winter,False,3.7759,"candle flux 162 has been useful in the spaces between my larger devices. i bought it for portable media and video calls, and it now travels from the sofa to the kitchen table depending on what i am doing. watching a program feels more personal than using the television, while the screen is still large enough for another person to see when we sit together. the tablet starts quickly and the basic controls became familiar after a few sessions. i tested it with films, short clips and several video calls. holding it for a while is manageable, though i prefer resting it against a stand for longer viewing because the body eventually feels substantial in one hand. the camera angle works best when the tablet is supported on a table. in that position, i can take part in a call while keeping notes nearby, which has been convenient for informal meetings and family conversations. the audio is adequate for ordinary viewing, and i sometimes connect headphones when others are reading nearby. the surface attracts fingerprints after frequent touching, so i wipe it down more often than i expected. those are ordinary tablet compromises, and neither has reduced how often i use it. its portable size has also made it handy when someone else is using the main screen. candle flux 162 has earned a permanent place in my household because it adapts to different routines. it supports relaxed media use and practical calls without feeling specialised or difficult. the need for a stand during extended viewing is a minor limitation, but its flexibility has made the purchase worthwhile.",True
CORD000016,CUS00099,2019-05-20,Bakers,"[{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 354"",""quantity"":2},{""product"":""Candle Orbit 656"",""quantity"":1}]",4099.39,9.61,-37.830999,145.022494,5,3904.03,Autumn,False,3.3449,"candle shift 826 has improved the communication side of my gaming sessions. i use it for competitive matches where quick instructions matter, and my teammates have reported that my voice comes through clearly without the muffled quality i had before. the fit stays secure while i play, and the controls are close enough to reach without leaving the game. i have also used it for casual chat, where the same clear voice pickup is helpful. the cable and controls take a little organising on a crowded desk, and the sound profile is more focused on communication than on rich music, but that matches its main purpose. after repeated sessions, it has remained comfortable and has not introduced distracting connection problems. candle shift 826 gives me dependable voice communication and lets me concentrate on the match rather than adjusting equipment. it is a practical piece of gaming hardware that has earned a permanent place beside my controller.",True
CORD000017,CUS00268,2019-11-15,Thompson,"[{""product"":""Vela Halo 659"",""quantity"":2},{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":1}]",3612.62,10.58,-37.813093,144.956134,5,3442.57,Spring,False,0.7977,"i bought vela ridge 743 for presentations and family photo viewing, expecting a straightforward display in a meeting room. instead, it introduces awkward delays at nearly every stage. connecting a source can take several attempts, and the screen sometimes remains blank after the device reports that it is ready. this is embarrassing when an audience is waiting. photo slideshows change slowly, with occasional pauses between images. colours appear uneven from different seats, and the viewing angle is poor in a wider room. during a presentation, the controls have failed to respond until the display was restarted. those interruptions are frustrating and make it difficult to maintain a coherent discussion. the panel shows an image once everything connects, so the basic display function operates. that limited success does not offset the unreliable switching, weak viewing consistency, and cumbersome controls. i have stopped using it for important presentations because the risk of delay is too high. the product has been disappointing from setup through routine use, and i cannot recommend vela ridge 743.",False
CORD000018,CUS00146,2019-07-20,Bakers,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 498"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":2}]",5521.93,16.05,-37.751227,145.027385,10,4985.79,Winter,False,7.1196,"i bought candle arc 564 for music during desk work, where the best audio product is one that stays out of the way. after the initial pairing, it became easy to start a playlist and leave it running while i read, wrote, or sorted through routine tasks. the sound has enough separation for instrumental tracks and spoken recordings, and it does not become tiring during a long afternoon. i can keep the volume modest and still follow what i am listening to. my desk is near a walkway, so the unit gets moved occasionally when the surface is being cleared. i have also taken it to a nearby table for a different task. in both cases the wireless connection returned without a prolonged sequence of troubleshooting. the controls feel sensible, and i can pause or change the level while remaining focused on the work in front of me. that consistency has mattered more than having a large number of extra functions. candle arc 564 simply behaves in a predictable way each time i use it. there is a little less force in the lower sound than some listeners may want, and the compact casing can be easy to overlook when the desk is cluttered. neither issue interferes with my main purpose. i have owned it through months of study and administrative work, and it has handled quiet concentration as well as occasional background conversation. the product has made my workspace feel more settled because i no longer spend time correcting connection problems or searching for controls. candle arc 564 is not extravagant, but it is a dependable, enjoyable part of my daily desk routine.",True
CORD000019,CUS00357,2019-10-11,Bakers,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1}]",5161.27,12.98,-37.743314,144.982042,10,4658.12,Spring,False,7.5048,"vela wave 985 has reduced the amount of checking i do around doors and windows. compared with relying on memory or making a physical round of the house, the alerts give me a more convenient way to notice activity when i am occupied elsewhere. the system is most useful as a prompt for attention, rather than as a replacement for ordinary judgement. i compared vela wave 985 with a simpler manual routine over several weeks. once the sensors were positioned carefully, the notifications arrived in a way that fit our household habits. i can tell when a door has been opened during a busy part of the day, and the window alerts provide useful awareness when everyone is moving between rooms. the controls are understandable for normal changes, and the device has not required daily maintenance. there was some adjustment at the beginning. placement matters, and an alert can become annoying if the sensitivity or routine is not suited to the room. i spent time refining the setup so that ordinary household movement did not create unnecessary interruptions. compared with a more elaborate home system, vela wave 985 is less intimidating and easier to keep focused on one purpose. compared with having no notification at all, it adds worthwhile awareness. the main limitation is that it depends on sensible installation and a charged, connected system. with those basics handled, it has become a quiet but useful part of our home routine.",True
CORD000020,CUS00445,2019-04-07,Nickolson,"[{""product"":""Candle Bloom 1000"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1}]",2397.76,15.11,-37.874791,144.992167,0,2550.12,Autumn,False,6.5567,"i wore vela spark 117 while walking and commuting, but the notification system has been too unreliable for practical use. alerts often arrive after i have already reached for the phone, and some messages never appear on the wearable. the screen is difficult to read in daylight, while the vibration is weak enough to miss in a noisy street. the strap shifts during longer walks and catches on clothing when putting on a coat. pairing has also failed after travel, forcing repeated setup at inconvenient times. it can display a notification when the connection happens to hold, but that basic result is not dependable. vela spark 117 is awkward, frustrating, and poorly suited to commuting. the delayed alerts make it disappointing, and i cannot recommend it.",False
CORD000021,CUS00485,2019-10-30,Thompson,"[{""product"":""Vela Halo 659"",""quantity"":2},{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":2},{""product"":""Candle Edge 680"",""quantity"":3}]",11956.83,9.55,-37.809905,144.915219,5,11368.54,Spring,False,2.8148,"i have used the vela wave 139 for several weeks to connect my phone, tablet, and headphones from one compact adapter. setup took little effort, and the ports stayed connected while i moved between a desk and the kitchen. its small shape leaves room beside other cables, and it has not become warm during ordinary use. i do wish the short lead gave more flexibility behind my monitor, but the adapter has made switching devices less cluttered and has worked consistently for my routine.",True
CORD000022,CUS00464,2019-03-04,Thompson,"[{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":2}]",4899.04,9.5,-37.837613,144.928699,0,4908.54,Autumn,False,3.2084,"candle orbit 260 has handled reading, research, note taking and ordinary writing tasks without becoming a source of distraction. i often move between reference material and a document, and the laptop remains responsive enough for that pattern of work. the keyboard supports long periods of typing, while the screen is comfortable for articles and notes in different lighting. its shape makes it practical to carry between the library, desk and kitchen table when i want a change of setting. the fan can become noticeable during heavier activity, and i would prefer a little more room around the ports, but these are manageable limitations. candle orbit 260 has proved dependable, capable and pleasant for study.",True
CORD000023,CUS00362,2019-07-18,Thompson,"[{""product"":""Candle Quest 498"",""quantity"":3},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1}]",4909.69,26.01,-37.798796,144.910794,15,4199.25,Winter,True,3.5408,"the candle flux 900 has handled my document work and video meetings with a reassuring lack of fuss. it is light enough to move from a desk to the kitchen table, yet the screen gives me room to keep notes and a meeting window visible together. text appears crisp, and the camera and microphone have produced a natural picture and voice during regular calls. the keyboard has a comfortable layout for longer writing, while the trackpad responds accurately to smaller movements. i have also appreciated how quickly it wakes when i need to continue a task. battery life depends on how bright i keep the display and how long calls run, so heavy meeting days require some planning, but ordinary work sessions are pleasantly manageable. the casing remains neat after being carried between rooms, and the ports cover my usual accessories. the candle flux 900 has become a reliable partner for flexible study and office work.",True
CORD000024,CUS00312,2019-10-06,Thompson,"[{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":2},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":1}]",3175.74,11.36,-37.799527,144.889231,5,3028.31,Spring,False,5.2874,"candle shift 916 has fitted nicely into our shared room, where people take turns playing short casual games. it starts without delay, the controls are simple to learn, and the screen is visible from nearby seats. the sound is adequate without disturbing the room. serious players may want more advanced features, but for relaxed breaks and family sessions it has been enjoyable, approachable, and easy to store.",True
CORD000025,CUS00257,2019-09-10,Bakers,"[{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":1},{""product"":""Candle Quest 498"",""quantity"":1}]",5218.62,11.64,-37.789171,145.054233,0,5230.26,Spring,False,5.6776,"i installed the vela echo 835 to keep an eye on activity around doors and windows when i am in another part of the home. during the first few weeks, it gave me a reassuring way to notice movement without repeatedly checking each room. the alerts are useful when i am expecting someone or want to know whether a door was opened, and the basic operation has remained easy to understand. it has added a little awareness to my routine without requiring constant attention. it has also taught me not to treat every alert as an emergency. normal household activity can produce a notification, and i have had to learn which sounds or movements are ordinary for my home. on one occasion an alert arrived after i had already noticed the activity myself, so the timing is not always perfect. changing the position required some thought as well, since an inconvenient placement can make the information less helpful. these are not serious failures, but they mean i still use common sense rather than depending on the device alone. the vela echo 835 provides a useful extra layer of awareness, especially when i am busy elsewhere in the house. i like the straightforward alerts and the sense of routine they provide. at the same time, their meaning depends on context, and occasional timing variation limits my confidence. it is a sensible home automation aid for everyday monitoring, though not a substitute for personal attention.",True
CORD000026,CUS00272,2019-05-14,Nickolson,"[{""product"":""Candle Bloom 1000"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":2}]",2114.02,7.85,-37.812861,144.979609,15,1804.77,Autumn,False,1.0896,"i have used candle shift 754 for commuting and spoken-content listening for about a month. the wireless connection usually starts quickly, and voices remain distinct on trains and buses. podcasts are easy to follow because the speech does not get buried under a heavy sound profile. battery life has been adequate for several journeys, although i have needed to charge it sooner than expected after longer listening sessions. the controls are usable once memorised, but the buttons feel awkward when i am wearing gloves. it sits securely during normal travel, though the fit becomes noticeable after extended use. calls work indoors, but the microphone picks up surrounding noise outside. overall, candle shift 754 performs its basic purpose without being especially refined. i would keep it for routine commuting, but buyers wanting richer music playback or stronger call performance should compare alternatives.",True
CORD000027,CUS00334,2019-06-07,Nickolson,"[{""product"":""Candle Flux 990"",""quantity"":2}]",4188.9,16.03,-37.880697,144.988253,10,3786.04,Winter,False,7.098,"i bought vela echo 889 to connect several devices without carrying separate adapters. during the first few weeks it has handled my phone, a tablet, and a small storage device in the same workspace, which is more convenient than swapping one short adapter between them. its compact shape takes little room in a bag, and moving it from home to a shared desk is simple. the connections have been recognised consistently for the devices i use most. compared with my previous single-purpose adapter, vela echo 889 is more flexible and leaves less cable clutter. the trade-off is that the compact body becomes awkward when several thicker plugs are attached together. one arrangement covers the neighbouring connection, so i have to position the cables carefully. it also does not make every device feel instantly organised; the accessory still depends on the host device and the particular combination being connected. i have not had a complete failure, but the experience is not equally smooth with every setup. for ordinary mobile use, this adapter has earned a place in my bag. it solves more situations than the older basic model and the build feels adequate for regular handling. i would not describe it as a universal answer for a crowded desk, especially where bulky connectors are involved. vela echo 889 is a practical middle ground: more capable than a simple adapter, but its convenience depends on how many devices and cables are used at once.",True
CORD000028,CUS00227,2019/12/30,Bakers,"[{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":2},{""product"":""Vela Halo 569"",""quantity"":1}]",2859.84,11.22,-37.820988,145.045655,10,2585.08,Summer,False,4.5948,"i bought vela ridge 347 because my previous reminder method was a collection of phone alarms that i often dismissed without thinking. after using it for an extended stretch, i find the wearable less disruptive and more effective for ordinary habit reminders. the prompts appear where i am, rather than requiring me to keep checking a phone, and the time display is available at a quick glance. that combination has fitted more naturally into my day than a sequence of loud alerts. the comparison with my old timer is especially noticeable during work. phone alarms interrupted whatever was on the screen and were easy to confuse with messages or calendar notices. vela ridge 347 gives the reminder its own place, so i can acknowledge it and continue without opening another device. i use it for short breaks, routine tasks, and a couple of personal habits. it does not turn those routines into a perfect schedule, but it has made them easier to remember. the display is readable in normal indoor light, and the controls did not take long to understand. the band stays comfortable during a full day of movement, though i notice it more when wearing a tighter sleeve. compared with a basic digital watch, it offers more purpose because the reminders are part of the same object i already wear. compared with using only a phone, it is less tempting to drift into unrelated apps after checking the time. the reminder options are not endlessly customisable, which may matter to someone wanting a very detailed routine system. vela ridge 347 has remained consistent through everyday use, including commuting and household work. i have not needed to reset it repeatedly, and the timekeeping has been dependable enough for my schedule. the 12-month warranty also gives some confidence for longer ownership. it is a focused wearable rather than a feature-heavy device, but that is part of its appeal. for reminders and simple time checks, i prefer it to both my old timer and a phone-only approach.",True
