order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
CORD001014,CUS00151,2019-07-05,Nickolson,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Quest 498"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1}]",4301.4,10.95,-37.827254,144.976104,20,3452.07,Winter,False,1.1218,"the vela pulse 955 has made my lighting routine pleasantly simple. i installed it in the main room and now use the app to switch the lights before settling down, without walking back to the wall control. commands usually take effect promptly, and creating a softer evening setting takes only a few taps. after several weeks, the connection has remained steady in my daily use. the app layout is mostly clear, although the first setup took a little patience. for convenient room lighting, this has been a worthwhile addition.",True
CORD001015,CUS00225,2019-02-03,Thompson,"[{""product"":""Candle Edge 680"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":2},{""product"":""Vela Halo 659"",""quantity"":1}]",4908.74,9.28,-37.800393,144.960836,10,4427.15,Summer,False,1.8241,"candle flux 900 has handled my document work and video meetings across home, office, and several trips without fuss. the slim body slips into my work bag easily, yet the keyboard still gives enough room for sustained typing and editing. documents open quickly, browser tabs remain manageable, and calls have been smooth for ordinary meetings. the display is pleasant for reviewing reports, and the camera and microphone have made it possible to join meetings without connecting extra equipment. i particularly value how quickly it wakes when i need to make a note between appointments. the charger is another item to pack, and the speakers are less impressive for entertainment than for voices, but neither point matters much for my work. after weeks of carrying it around, candle flux 900 feels portable, composed, and capable of supporting a busy document-based routine.",True
CORD001016,CUS00396,2019-06-15,Bakers,"[{""product"":""Candle Bloom 1000"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":2},{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1}]",4093.7,16.13,-37.858063,145.050439,5,3905.14,Winter,False,7.2162,"candle orbit 908 improved my home-office wireless coverage compared with the older unit positioned near the main connection. before the change, the office signal weakened whenever i moved farther from that room, and video meetings were less consistent from the back part of the house. i compared it with using the old unit and with relying on a phone connection in the weaker area. candle orbit 908 offered the most practical solution because it kept my regular devices on the household network while reaching the places where i actually work. setting it up involved choosing a better position and reconnecting devices one at a time. the process took longer than plugging in the previous unit, but the instructions made the sequence understandable. i tested it from the office, a nearby hallway, and the room where i sometimes take meetings. coverage felt more even across those locations, and moving with a laptop no longer required me to search for the strongest spot. streaming and ordinary browsing also stayed usable while another person was working elsewhere, which made the improvement noticeable to the whole household. the unit is not especially small, and i did not need every available setting. i left the advanced choices alone after the basic network was working. compared with the previous unit and the phone workaround, candle orbit 908 gives a more capable foundation for a home office. it has made my working routine less interrupted, and the two-year warranty is a reassuring addition for equipment that remains in use every day.",True
CORD001017,CUS00434,2019-02-07,Thompson,"[{""product"":""Candle Orbit 656"",""quantity"":2},{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Vela Halo 659"",""quantity"":1}]",5238.68,11.57,-37.768267,144.93275,15,4464.45,Summer,False,5.0955,"i compared vela ridge 113 with the small speaker display it replaced, using both for music and spoken programmes over thirty-four days. the older display handled short listening sessions, but the screen was too limited to make browsing or checking what was playing worthwhile. vela ridge 113 presents the current content in a more readable way, and moving between music and spoken audio takes fewer attempts. that makes it especially convenient while i am cooking or tidying and do not want to reach for another device. the sound is not room-filling, but voices remain distinct and music has enough presence for ordinary indoor listening. i found the difference most helpful with interviews and longer talks, where the previous speaker could make speech feel thin. the controls respond quickly for play and pause, and the display gives me useful context without becoming a distraction. brightness can still feel excessive in a dark room, so i lower it in the evening. vela ridge 113 is more specialised than a full entertainment system, and it cannot replace one for serious music sessions. compared with the older display, though, it combines playback and visual guidance in a much more satisfying package. after a month of regular use, i use it for both background music and spoken content rather than leaving it idle. the small display, clear voice playback, and simple controls make vela ridge 113 a worthwhile step forward.",True
CORD001018,CUS00187,2019-01-12,Bakers,"[{""product"":""Candle Edge 680"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":1}]",6757,12.49,-37.771208,145.049345,0,6769.49,Summer,False,6.4197,"candle orbit 980 has settled into my home-office routine after several weeks of shared administration work. i use it for correspondence, forms, calendar checks and occasional calls, while another person in the household uses it for similar tasks. compared with the older notebook we had been passing between us, the first advantage is practical: it is lighter to move from the desk to the dining table, starts without much fuss, and leaves enough room on screen to keep a document beside a reference page. that makes short jobs feel less interrupted. the keyboard experience is the part i judge most carefully. for quick replies and entering information it is comfortable enough, and the tablet responds well when i move between fields. longer typing sessions still remind me that this is an ultrabook-style portable computer rather than a large office workstation; i prefer a proper desk for extended reports. even so, the hinge and compact shape make it easy to adjust the viewing angle, and the screen stays pleasant when i am checking small text or working near a window. shared use has exposed useful differences. the candle orbit 980 feels quieter and less cumbersome during video calls, and its camera gives colleagues a clear, ordinary view without much adjustment. it handles the browser tabs and administrative pages i normally keep open without the stuttering that made the old notebook frustrating. i have not needed support, but the 24-month warranty is a worthwhile safety net for a machine used by more than one person. the finish marks more easily than i expected, so i wipe it down regularly. a larger laptop would still win for all-day typing, and a tablet would be easier to carry around the house, but neither fits this shared middle ground as well. the candle orbit 980 combines portability, readable work space and calm everyday operation in a way that suits our routine. its limitations are easy to understand, and overall it has made home administration more manageable, so i would choose it again for this kind of use.",True
CORD001019,CUS00308,2019-02-27,Bakers,"[{""product"":""Vela Halo 569"",""quantity"":2},{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1}]",3142.16,12.34,-37.841646,145.053294,10,2840.28,Summer,False,6.1961,"vela nova 123 has become the screen my family uses most often for evening streaming. the picture is pleasant from different seats, and menus respond quickly enough that nobody is left waiting while choosing a programme. we have used it for films, television, and occasional short videos, with sound that fills our room without needing to be pushed to an uncomfortable level. setup was simple, including joining the household network and arranging the applications we use most. the remote is fairly compact, though a few buttons are close together and take some familiarity. after more than a month, playback has remained stable and the display has not shown any distracting faults. it also wakes promptly when someone wants to watch something casually. vela nova 123 is not a cinema replacement, but it gives us an enjoyable shared viewing experience and has earned its place in the living room.",True
CORD001020,CUS00308,2019-08-26,Bakers,"[{""product"":""Candle Bloom 1000"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1}]",5196.17,15.27,-37.841646,145.053294,15,4432.01,Winter,False,6.1961,"vela nova 123 has become the screen my family uses most often for evening streaming. the picture is pleasant from different seats, and menus respond quickly enough that nobody is left waiting while choosing a programme. we have used it for films, television, and occasional short videos, with sound that fills our room without needing to be pushed to an uncomfortable level. setup was simple, including joining the household network and arranging the applications we use most. the remote is fairly compact, though a few buttons are close together and take some familiarity. after more than a month, playback has remained stable and the display has not shown any distracting faults. it also wakes promptly when someone wants to watch something casually. vela nova 123 is not a cinema replacement, but it gives us an enjoyable shared viewing experience and has earned its place in the living room.",True
CORD001021,CUS00087,2019-06-11,Thompson,"[{""product"":""Candle Quest 498"",""quantity"":1},{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":1}]",5813.93,15.89,-37.85059,144.884388,5,5539.12,Winter,False,6.934,"vela pulse 937 has been helpful for checking calendar alerts and short messages without reaching for my phone. notifications appear promptly during my workday, and i can decide whether something needs immediate attention before interrupting what i am doing. the display is clear indoors, and the band feels light enough to wear from morning through evening. setting up recurring reminders took a little exploration, but the arrangement has remained consistent once configured. i have also used it while walking, where a brief glance is more practical than handling a phone. longer messages still require the handset, and the small screen is not intended for detailed replies. battery use has fitted comfortably into my normal routine. vela pulse 937 has not transformed my day, but it has reduced unnecessary phone checking and provided a simple, dependable layer of awareness.",True
CORD001022,CUS00187,2019-10-27,Bakers,"[{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1},{""product"":""Candle Edge 680"",""quantity"":1}]",3951.59,12.19,-37.771208,145.049345,10,3568.62,Spring,False,6.4197,"the vela atlas 665 has simplified the routine of controlling a household power outlet. i use scheduled switching for a lamp and a few devices, so the daily sequence happens without me remembering every step. creating and changing a schedule was straightforward, and the outlet responded consistently when i tested it at different times. i also like being able to make a temporary change when my evening routine differs from normal. the unit is compact enough not to dominate the surrounding socket, though bulky plugs beside it can make the area feel crowded. i have not used it for equipment that needs specialised power management, and i would keep that distinction in mind. for ordinary household items, however, the vela atlas 665 has been dependable and convenient. it has removed a small repeated chore from my day and has worked quietly in the background.",True
CORD001023,CUS00252,2019-10-11,Nickolson,"[{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Flux 1098"",""quantity"":1},{""product"":""Candle Quest 354"",""quantity"":1},{""product"":""Candle Bloom 1000"",""quantity"":1}]",3464.71,12.08,-37.873961,144.983169,0,3476.79,Spring,False,6.2715,"vela atlas 485 has given me a convenient way to notice door and window activity without checking each area manually. the alerts arrive promptly enough for ordinary household awareness, and the app presents them in a way that is easy to understand later. i placed the sensors in the areas i care about most, then adjusted the notifications so normal movement would not become distracting. that setup took some thought, but once the routine was established the system became unobtrusive. the sensors are small and have stayed neatly in position during regular use. i treat the alerts as useful information rather than a replacement for sensible attention, which seems the right approach for any home device. vela atlas 485 has added reassurance and visibility to my daily routine. it is a practical system for keeping track of activity around doors and windows.",True
CORD001024,CUS00288,2019-01-11,Thompson,"[{""product"":""Candle Flux 990"",""quantity"":1},{""product"":""Candle Orbit 1034"",""quantity"":1},{""product"":""Candle Bloom 1054"",""quantity"":1}]",3126.22,9.76,-37.82237,144.921292,15,2667.05,Summer,False,2.5079,"candle arc 780 has become the computer i reach for when handling household forms, shared calendars, and routine administration. it fits neatly beside the paperwork on our desk and remains comfortable to use for a longer evening session. switching between documents and browser tabs has been straightforward, and video meetings have been clear enough for regular family and work conversations. the screen feels modest when several windows are open, but the laptop has been dependable for the everyday tasks it was bought to handle. i am pleased with the balance of portability and practicality.",True
CORD001025,CUS00261,2019-10-06,Bakers,"[{""product"":""Candle Orbit 656"",""quantity"":2}]",4524.12,20.06,-37.832742,145.009384,10,4091.77,Spring,True,2.8182,"the vela atlas 809 was intended to solve a simple desk problem: i wanted a device held at a more useful angle without placing it flat among papers and cables. assembly was quick, and i spent more time deciding where to position it than figuring out how it worked. the adjustable joints allowed me to raise and turn the mounted device until the screen sat in a comfortable place for reading and calls. i used it beside my main workspace for messages, reference material, and occasional video conversations. being able to change the angle during the day was helpful when the light moved across the room. the base stayed settled during ordinary use, and i did not have to keep one hand on the device while tapping the screen with the other. i have learned not to force the adjustment when it reaches its natural stopping point, but that is a reasonable habit with a movable mount. the vela atlas 809 also made the desk easier to tidy. papers can pass underneath it, and the device is no longer constantly sliding between other objects. a visiting family member adjusted it without asking for instructions, which is a good sign for everyday usability. it is not a heavy-duty stand for every possible device or workspace, and anyone expecting a rigid permanent installation may want something different. for adjustable positioning at my desk, it has been practical, unobtrusive, and satisfying to use. after fifteen days, i consider it a worthwhile little purchase.",True
CORD001026,CUS00262,2019-05-03,Bakers,"[{""product"":""Vela Halo 659"",""quantity"":1},{""product"":""Vela Halo 569"",""quantity"":2}]",562.89,38.1,-37.851668,145.052876,5,558.1,Autumn,True,6.863,"vela atlas 521 has made my work calls and calendar routine easier to manage. calls connect promptly, appointments are visible without much searching, and notifications arrive consistently through the day. the phone is comfortable to carry and quick enough for switching between messages and calendar entries. i occasionally wish the screen were larger for detailed schedules, but its dependable everyday performance has left me pleased.",True
CORD001027,CUS00309,2019-11-23,Thompson,"[{""product"":""Candle Bloom 1054"",""quantity"":1},{""product"":""Candle Orbit 656"",""quantity"":2},{""product"":""Candle Bloom 1000"",""quantity"":1}]",6789.81,25.11,-37.74454,144.877462,15,5796.45,Spring,True,9.7376,"vela atlas 1025 has become a quiet part of managing our home. i placed it in the living area first, then moved it near the study when i wanted to compare how the rooms felt during the day. the temperature and humidity readings update without much fuss, and the display is readable from across the room. it has helped me notice when the air feels too dry and decide when to open a window or adjust the heater. setup was straightforward, and the unit has continued reporting consistently through ordinary household activity. the readings do not replace a full weather station, and the casing is fairly plain, but that simplicity suits its purpose. vela atlas 1025 gives me practical information without demanding constant attention, and i am pleased with its steady performance.",True
CORD001028,CUS00387,2019-03-22,Thompson,"[{""product"":""Candle Quest 498"",""quantity"":2},{""product"":""Candle Orbit 1034"",""quantity"":2},{""product"":""Candle Bloom 1054"",""quantity"":1}]",4230.35,14.65,-37.798375,144.881642,10,3821.97,Autumn,False,5.9639,"after thirty-three days with the vela nova 627, i would choose my previous tracker again. this device is designed for exercise session summaries, yet the experience has been awkward from the first week. starting a session takes too much attention, and the screen is difficult to read when i am moving. i often finish an exercise block unsure whether the recording is still running, which makes the summary feel unreliable and adds to the doubt. the comparison is worse during ordinary training. my older device showed a session status at a glance; the vela nova 627 leaves me checking and tapping several times. a summary does appear after a session, and that basic function operates, but the result can omit parts of an activity or split one session into separate entries. when i tried shorter walks and longer indoor workouts, the same uncertainty returned. i cannot tell whether the fault is the controls, the recording process, or the way the information is presented, and that uncertainty is frustrating. comfort has also been a drawback. the casing becomes noticeable after extended wear, while the strap needs repeated adjustment to stop it shifting. that movement is especially irritating during faster exercise. the display and controls feel less responsive than i expected, so correcting a mistaken tap is an awkward chore. i have not found a dependable routine that removes these problems. the echo family styling is unremarkable, and the supplied vela warranty does little to change my view of the product. i contacted support after the inconsistent summaries appeared, but the response did not provide a convincing explanation or a practical remedy. there is no obvious reason to accept these compromises when a simpler tracker can avoid them. after a month of ownership, the vela nova 627 feels poorly suited to regular exercise, and i cannot recommend it.",False
CORD001029,CUS00163,2019-08-03,Thompson,"[{""product"":""Vela Halo 659"",""quantity"":1}]",264.71,17.07,-37.748253,144.899001,20,228.84,Winter,False,8.3161,"candle shift 952 has become part of my regular study routine for reading, highlighting, and handwritten notes. text remains comfortable over a long session, and the pen tracks my writing with little adjustment. i can organise annotations without carrying a stack of paper, which has made reviews more convenient. the screen reflects overhead lights in one corner of my room, but changing the angle fixes it. after continued use, it still feels responsive and dependable.",True
CORD001030,CUS00190,2019-12-10,Thompson,"[{""product"":""Candle Orbit 656"",""quantity"":1},{""product"":""Candle Bloom 262"",""quantity"":1}]",3380.33,13.86,-37.756801,144.88325,10,3056.16,Summer,False,8.3697,"vela nova 159 has made my desk arrangement more workable. i use a phone and another small device while writing, and previously they were either lying flat beside the keyboard or balanced against whatever object happened to be nearby. this stand gives both a defined position and makes it easier to adjust the viewing angle. compared with a fixed holder, it is more adaptable when i change from typing to reading, and compared with no stand it keeps the devices visible without taking much of my attention. the base feels steady during normal tapping, and the adjustment points have remained in place rather than slowly collapsing under the device. i have moved the stand between a work surface and a kitchen table, which is more convenient than installing a permanent mount. the raised position also leaves a little more room around the keyboard. vela nova 159 does not transform the desk, but it removes the minor awkwardness of constantly searching for a suitable place to put a phone. there are compromises. very heavy cases make the fit less certain, and the stand is not the right choice when i need a completely flat surface for drawing or gaming. adjusting it while a cable is attached can also require both hands. those are manageable limitations for my use. compared with a rigid holder and improvised stacks of books, vela nova 159 is the more flexible, tidy, and practical solution for positioning devices during ordinary desk work.",True
CORD001031,CUS00346,2019-01-10,Bakers,"[{""product"":""Candle Bloom 1000"",""quantity"":2},{""product"":""Candle Quest 354"",""quantity"":1}]",4034.46,12,-37.770051,145.036211,25,3037.85,Summer,False,5.718,"candle arc 186 has been excellent for gaming away from my desk. i have used it on journeys and in different rooms, and the compact design slips into a small bag without feeling delicate. games load quickly, controls respond accurately, and the display remains enjoyable during longer sessions. switching between play and ordinary browsing is straightforward, so i can check travel details without reaching for another device. the speakers are adequate in a quiet room, though headphones are preferable in busy surroundings. battery endurance varies with the game, but it has been sufficient for my usual trips. the casing has also survived being moved around regularly without developing creaks. candle arc 186 gives me a satisfying balance of portability, responsive play and practical everyday use.",True
